gene_accession,cipmet0none_S1,cipmet0none_S2,cipmet0none_S3
MEG_4354|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,79.0,0.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0.0,0.0,141.0
MEG_7857|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUB,471.0,699.0,634.0
MEG_6539|Biocides|Multi-biocide_resistance|Multi-biocide_MFS_efflux_pump|SMVA,0.0,0.0,150.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,21.0,18.0,45.0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,190.0,0.0
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,0.0,17.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2610|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,43.0,0.0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,6559.0,8828.0,8328.0
MEG_893|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,12.0,0.0,13.0
MEG_4071|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0.0,331.0,81.0
MEG_8037|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|CRCB,8.0,33.0,0.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,55.0,0.0,0.0
MEG_8450|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,71.0,63.0,0.0
MEG_3992|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,4.0,5.0
MEG_1690|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,27.0,0.0
MEG_6634|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,138.0,79.0,158.0
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,3214.0,4874.0,4809.0
MEG_2952|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,526.0,1322.0,1045.0
MEG_7949|Drugs|betalactams|Class_C_betalactamases|ADC,37.0,0.0,0.0
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,47.0,29.0,85.0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,25.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,1159.0,2875.0,3323.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0.0,79.0,0.0
MEG_2677|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,159.0,253.0,217.0
MEG_296|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,0.0,10.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,347.0,1677.0,1779.0
MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,33.0,40.0
MEG_7060|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,41.0,52.0,27.0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,0.0,2.0
MEG_2733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,2405.0,3199.0,3205.0
MEG_2528|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,57.0,0.0,0.0
MEG_4281|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5235|Drugs|betalactams|Class_D_betalactamases|OXA,148.0,0.0,0.0
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,7336.0,10020.0,10150.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6905|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,28.0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,14.0,0.0
MEG_2591|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,58.0,0.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,5.0,2.0,91.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,253.0,0.0,0.0
MEG_6826|Drugs|betalactams|Class_A_betalactamases|TEM,19.0,0.0,0.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,60.0,0.0,0.0
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,670.0,1097.0,1408.0
MEG_3077|Biocides|Acid_resistance|Acid_resistance_protein|GADA,182.0,131.0,180.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,5552.0,7282.0,7240.0
MEG_3271|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|HNS,3044.0,4160.0,4336.0
MEG_7095|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,34.0,210.0
MEG_7084|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,33.0,38.0,0.0
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,0.0,0.0
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,54.0,154.0,86.0
MEG_969|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,11.0
MEG_3132|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|GESA,0.0,0.0,81.0
MEG_2443|Metals|Copper_resistance|Copper_resistance_regulator|CUER,2759.0,3731.0,3756.0
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,5313.0,7210.0,7314.0
MEG_2896|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,1743.0,1516.0,1189.0
MEG_871|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,48.0,0.0,0.0
MEG_6548|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_5852|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACL,0.0,8.0,0.0
MEG_8324|Drugs|betalactams|Class_D_betalactamases|OXA,30.0,0.0,0.0
MEG_420|Drugs|betalactams|Class_C_betalactamases|ACT,0.0,22.0,0.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,7007.0,11934.0,14530.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,88.0,0.0,83.0
MEG_5418|Metals|Copper_resistance|Copper_resistance_protein|PCOB,1943.0,3110.0,4138.0
MEG_7818|Biocides|Peroxide_resistance|peroxide_resistance_protein|YDEI,2554.0,3203.0,3377.0
MEG_7238|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,123.0,0.0
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,121.0,16.0,0.0
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,20.0,0.0
MEG_2693|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,1567.0,2289.0,2147.0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,18722.0,24866.0,25192.0
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,2162.0,3071.0,3034.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,2.0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,17.0,0.0,0.0
MEG_8233|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LSAD,115.0,147.0,171.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,195.0,296.0,325.0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,18.0,0.0,0.0
MEG_8709|Drugs|betalactams|Class_A_betalactamases|TEM,13.0,0.0,0.0
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,263.0,25.0,0.0
MEG_3874|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,50.0,182.0,65.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,235.0,155.0,0.0
MEG_1364|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,61.0,0.0
MEG_4363|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,141.0,0.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1181.0,1771.0,1722.0
MEG_1732|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8072|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,21.0,0.0
MEG_1585|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,228.0,563.0,542.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,165.0,180.0,281.0
MEG_2498|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,46.0,0.0,8.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,38.0,247.0,89.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,4195.0,5805.0,5429.0
MEG_3215|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,3652.0,4965.0,4975.0
MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3220|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,11153.0,15769.0,15430.0
MEG_2500|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,35.0,14.0,23.0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,24.0,6.0,26.0
MEG_1091|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,67.0,106.0,350.0
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,77.0,295.0,188.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,2413.0,2970.0,3127.0
MEG_7854|Metals|Zinc_resistance|Zinc_resistance_regulator|ZNTR,2581.0,3591.0,3410.0
MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0.0,411.0,0.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,0.0,9.0,0.0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,98.0,275.0,184.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,26.0,10.0,62.0
MEG_6049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNB,2082.0,2744.0,2751.0
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,2860.0,4621.0,4297.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,35.0,0.0,0.0
MEG_5345|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,17.0,0.0,0.0
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,0.0,0.0,1253.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,4.0,3.0,3.0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,588.0,0.0,0.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,10522.0,13763.0,12640.0
MEG_733|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|AMVA,2079.0,119.0,24.0
MEG_8288|Drugs|betalactams|Mutant_porin_proteins|OMPA,6054.0,8445.0,8038.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,9402.0,13359.0,13265.0
MEG_4366|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,115.0,97.0
MEG_2553|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,14.0,0.0,166.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,85.0,114.0,166.0
MEG_2801|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,40.0,0.0
MEG_2501|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,33.0,15.0,32.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,3162.0,4243.0,4125.0
MEG_4125|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRC,0.0,43.0,0.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0.0,21.0,53.0
MEG_2607|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,30.0,0.0
MEG_1637|Drugs|betalactams|Class_A_betalactamases|CBLA,25.0,68.0,24.0
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,85.0,0.0
MEG_1366|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,50.0,0.0
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,877.0,2445.0,2292.0
MEG_4280|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,0.0,0.0,3.0
MEG_1368|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,58.0,0.0
MEG_5883|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,14.0,78.0,30.0
MEG_379|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,40.0,0.0,0.0
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,43.0,0.0
MEG_1143|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSA,4411.0,10675.0,11469.0
MEG_3449|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|KEXD,901.0,1781.0,1590.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,71.0,117.0,222.0
MEG_4163|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,4315.0,5562.0,5551.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,2360.0,3227.0,3267.0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,270.0,0.0,0.0
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,6892.0,16727.0,20881.0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,2383.0,3490.0,3377.0
MEG_7096|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,21.0,123.0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,26.0,0.0,0.0
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,78.0,307.0,244.0
MEG_3883|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,38.0,284.0,68.0
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,48.0,0.0,0.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0.0,9.0,0.0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,632.0,850.0,913.0
MEG_4179|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMA,0.0,15.0,0.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,2058.0,4363.0,3728.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,56.0,498.0,110.0
MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,58.0,0.0,18.0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,1.0,0.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,63.0,0.0,0.0
MEG_5234|Drugs|betalactams|Class_D_betalactamases|OXA,151.0,0.0,0.0
MEG_3591|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,20.0,34.0
MEG_3586|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,131.0,37.0,169.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,72.0,0.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,611.0,0.0,0.0
MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,357.0,0.0,0.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,177.0,104.0,0.0
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,100.0,133.0,0.0
MEG_8635|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,0.0,0.0,60.0
MEG_3956|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,13.0,0.0
MEG_2835|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,14.0,15.0,0.0
MEG_2091|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,2128.0,3121.0,3148.0
MEG_4006|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,2103.0,2809.0,2740.0
MEG_4160|Metals|Chromium_resistance|Chromium_resistance_protein|NFSA,4334.0,5796.0,5833.0
MEG_5424|Metals|Copper_resistance|Copper_resistance_regulator|PCOR,1476.0,2462.0,3154.0
MEG_3842|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,371.0,692.0,509.0
MEG_6551|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_resistance_regulator|SOXS,2474.0,3543.0,3407.0
MEG_2378|Drugs|betalactams|Class_A_betalactamases|CTX,20618.0,30728.0,42671.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,16.0,0.0,0.0
MEG_1299|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,42.0,1160.0,0.0
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,10.0,0.0
MEG_369|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAF,1257.0,0.0,0.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1482.0,3343.0,3526.0
MEG_8680|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRS|RequiresSNPConfirmation,11115.0,6093.0,8378.0
MEG_8142|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLA|RequiresSNPConfirmation,99.0,135.0,0.0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,65.0,0.0,157.0
MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,1.0,2.0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,26.0,0.0,0.0
MEG_7496|Drugs|Glycopeptides|VanB-type_regulator|VANSB,0.0,32.0,0.0
MEG_4195|Metals|Nickel_resistance|Nickel_resistance_protein|NIRA,0.0,326.0,0.0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,768.0,1879.0,1664.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3249.0,4430.0,4370.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,248.0,144.0,0.0
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2916.0,3772.0,3878.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,8.0,10.0,13.0
MEG_6883|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,13.0,0.0
MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,18.0
MEG_2684|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,148.0,266.0,239.0
MEG_5355|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6542|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,1508.0,2182.0,2311.0
MEG_1367|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,37.0,0.0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,33.0,21.0,0.0
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,9.0,0.0,0.0
MEG_1589|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,23.0,39.0,9.0
MEG_3722|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0.0,0.0,60.0
MEG_2897|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECE,916.0,1029.0,1128.0
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,30.0,21.0
MEG_3288|Biocides|Peroxide_resistance|Peroxide_resistance_stress_protein|IBPB,1113.0,1591.0,1515.0
MEG_2508|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,9.0,0.0,0.0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2869|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1242.0,1327.0,1774.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,29.0,0.0,26.0
MEG_4750|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,0.0,22.0
MEG_986|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,36.0,0.0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,25.0,16.0,0.0
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,48.0,67.0,47.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_8023|Drugs|betalactams|Class_C_betalactamases|CMY,0.0,20.0,0.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,1263.0,60.0,0.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,186.0,0.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,867.0,1130.0,1160.0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,6688.0,9570.0,9254.0
MEG_2646|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,105.0,8.0,18.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,39.0,18.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,70.0,0.0
MEG_6922|Drugs|betalactams|Class_A_betalactamases|TEM,36.0,0.0,27.0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,82.0,0.0,91.0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,2.0,0.0
MEG_1194|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,0.0,0.0,556.0
MEG_4164|Metals|Sodium_resistance|Sodium_resistance_protein|NHAB,5484.0,7172.0,7308.0
MEG_1578|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,58.0,40.0,118.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,14.0
MEG_1019|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,171.0,218.0,814.0
MEG_6875|Drugs|betalactams|Class_A_betalactamases|TEM,1359.0,530.0,1421.0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,53.0,112.0,91.0
