gene_accession,cipbeta0_S1,cipbeta0_S3,cipbeta0_S2
MEG_954|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,15,21
MEG_6827|Drugs|betalactams|Class_A_betalactamases|TEM,18,56,0
MEG_1383|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,41
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1,0,5
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,75,0,55
MEG_7883|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRB|RequiresSNPConfirmation,496,1227,1016
MEG_4121|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,0,0,50
MEG_6724|Drugs|betalactams|Class_A_betalactamases|TEM,0,24,0
MEG_2496|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,14,26,57
MEG_6960|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERW,6,9,16
MEG_3141|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,3193,3289,2179
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,22,56,0
MEG_1380|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_4118|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_pumps|NCRA,0,0,28
MEG_7240|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0,18,0
MEG_2518|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,18
MEG_5343|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,5
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,6408,7008,4866
MEG_7976|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ARNT,268,1177,812
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,205,1096,328
MEG_964|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,675,0,1083
MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,28
MEG_6500|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILB,1688,2902,2168
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,9
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0
MEG_3837|Metals|Mercury_resistance|Mercury_resistance_protein|MERA,149,768,392
MEG_1280|Drugs|betalactams|Class_C_betalactamases|BLAEC,374,473,309
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,17119,18170,13222
MEG_2017|Metals|Copper_resistance|Copper_resistance_regulator|COMR,3565,3602,2595
MEG_7052|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,185,1014,0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,0,47,40
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,5587,5891,3883
MEG_3079|Biocides|Acid_resistance|Acid_resistance_protein|GADC,7079,6681,5294
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,0,0,0
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,31,100,49
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,1533,1678,1135
MEG_8143|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GRLB|RequiresSNPConfirmation,0,0,0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,42
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,17,60,0
MEG_884|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,247,246,461
MEG_1193|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_regulator|BAES,5218,5427,3744
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1177,1203,794
MEG_4056|Drugs|Cationic_antimicrobial_peptides|Defensin-resistant_mprF|MPRF,0,77,0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,1623,1687,1189
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,29,42,59
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1517,1551,1694
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,3348,4041,2472
MEG_910|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,11
MEG_6504|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILF,426,668,463
MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,0,0,62
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,835,4896,11
MEG_3080|Biocides|Acid_resistance|Acid_resistance_regulator|GADE,2997,3519,2328
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,0
MEG_7864|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,5633,6337,4593
MEG_1372|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_1025|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,19,0,0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0,0,0
MEG_4362|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,43
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,33,48,0
MEG_1992|Drugs|betalactams|Class_C_betalactamases|CMY,48,76,46
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,2687,2683,2070
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,30,0,48
MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_6575|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,1435,1391,948
MEG_7147|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0
MEG_899|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,42,0
MEG_7837|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_protein|YJCG,9394,10767,6930
MEG_7024|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,22,185
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0
MEG_3049|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPTA,0,0,71
MEG_7019|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,55
MEG_4167|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKA,9104,10175,6823
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,149,877,595
MEG_1212|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR1,0,0,46
MEG_6549|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,2069,2316,1534
MEG_1731|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0,0,0
MEG_8036|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|CPRS,0,0,98
MEG_3081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,4601,5057,3360
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,9
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,39,0,51
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,2159,2381,1722
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2309,2910,2569
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1067,1103,694
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,17,34
MEG_2988|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,6
MEG_8037|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|CRCB,0,50,45
MEG_3643|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,0,37
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0,0,0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,102,679,0
MEG_376|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0,25,0
MEG_5932|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,11,0,0
MEG_47|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0
MEG_3255|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,1585,1643,1119
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,0,0,0
MEG_1490|Drugs|Cationic_antimicrobial_peptides|Cationic_peptide-resistant_16S_ribosomal_subunit_protein|CAP16S|RequiresSNPConfirmation,1,1,1
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,10,39,0
MEG_8659|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,16,131,74
MEG_998|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,29,0,0
MEG_6680|Drugs|betalactams|Class_A_betalactamases|TEM,0,43,0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5,2,7
MEG_3896|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,60,58,220
MEG_1648|Drugs|betalactams|Class_A_betalactamases|CEPA,0,0,10
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,4130,4268,3051
MEG_2899|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETB,2663,2836,1974
MEG_887|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_3644|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0,0,0
MEG_6850|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,33
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1,1,2
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,54,52,99
MEG_6706|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,0,0,0
MEG_3618|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUF,22,0,0
MEG_6956|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERB,0,12,8
MEG_1302|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0,0,0
MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,0,0,0
MEG_8232|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|LPTD,255,1412,900
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,64,165,0
MEG_3922|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,0,0,24
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,0,0,0
MEG_2724|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,2260,2418,1639
MEG_7123|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0
MEG_2785|Drugs|MLS|23S_rRNA_methyltransferases|ERMA,0,26,0
MEG_6653|Metals|Copper_resistance|Copper_resistance_protein|TCRY,0,407,125
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,46,28
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,656,708,1231
MEG_1722|Metals|Copper_resistance|Copper_resistance_protein|CINA,0,0,13
MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,12,0
MEG_6962|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,17,30,31
MEG_7865|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|ZUPT,2763,2704,1955
MEG_1174|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,0,0,0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,2536,833,1274
MEG_6547|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|SOXR,0,0,17
MEG_2088|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORB,3391,3822,2661
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,27
MEG_6502|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILC,1160,716,1140
MEG_1118|Drugs|Multi-drug_resistance|MDR_regulator|ARLS,0,0,0
MEG_3082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADW,110,105,79
MEG_6543|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,371,460,329
MEG_4300|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|OPRM,0,0,30
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,0,30,0
MEG_790|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,25,6,6
MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,19,0
MEG_1300|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,0,0,0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,3118,3455,2410
MEG_1365|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0
MEG_2533|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,150,137,115
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1464,1524,1053
MEG_3140|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,433,792,566
MEG_2673|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,172,170,99
MEG_6862|Drugs|betalactams|Class_A_betalactamases|TEM,0,37,0
MEG_6540|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODA,2458,2684,1921
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,7324,16305,6704
MEG_6864|Drugs|betalactams|Class_A_betalactamases|TEM,0,16,0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,52,0
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,17476,18357,12764
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6,3,4
MEG_8087|Biocides|Aldehyde_resistance|Aldehyde_degradation|FORMA,1837,0,1339
MEG_1149|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,0,0,0
MEG_7101|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,91,14,0
MEG_6982|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,0
MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS,6186,6991,4676
MEG_1580|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,132,194,299
MEG_7833|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,1805,1914,1268
MEG_6082|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ROBA,4981,5304,3750
MEG_6615|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,220,81,119
MEG_2737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,3525,3415,2556
MEG_8459|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0,0,0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,36,0,31
MEG_6897|Drugs|betalactams|Class_A_betalactamases|TEM,13,26,0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1280,1921,805
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,2169,2191,1517
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,253,1326,349
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,386,548,313
MEG_408|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRE,6737,7273,4988
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,950,1079,1931
MEG_2132|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CRP,4022,4753,3245
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,2232,2475,1748
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,9866,10169,7123
MEG_4122|Metals|Multi-metal_resistance|Multi-metal_MFS_efflux_regulator|NCRB,0,0,3
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0
MEG_6048|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RCNA,4383,4531,3202
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,273,1145,712
MEG_6696|Drugs|betalactams|Class_A_betalactamases|TEM,9,0,0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,349,439,739
MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,15,12,0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,194,767,532
MEG_4101|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|MUXB,0,0,305
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0,0,0
MEG_3142|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|GLPF,1946,1910,1287
MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,2937,3216,2531
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,0,38,46
MEG_1082|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4,0,52,0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0,0,0
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,0,38,0
MEG_6045|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|RAMR|RequiresSNPConfirmation,0,6,3
MEG_6821|Drugs|betalactams|Class_A_betalactamases|TEM,0,28,0
MEG_5363|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,1,0,0
MEG_6791|Drugs|betalactams|Class_A_betalactamases|TEM,25,54,53
MEG_7834|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YHCN,574,680,449
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,230,265,620
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_6695|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,19
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,6776,7254,4927
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0,0,0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,147,214,298
MEG_6118|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,0,0,0
MEG_4361|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0
MEG_2739|Drugs|Cationic_antimicrobial_peptides|Lipid_A_modification|EPTA,9296,9984,6932
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,0,0,0
MEG_6754|Drugs|betalactams|Class_A_betalactamases|TEM,0,22,0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,1583,1592,1173
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,0
MEG_4283|Drugs|betalactams|Mutant_porin_proteins|OMP37,293,1000,659
MEG_2579|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRG,0,0,26
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,12,0,0
MEG_7502|Drugs|Glycopeptides|VanC-type_regulator|VANSC,185,94,0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,93,123
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,13
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,9258,9866,6767
MEG_7124|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,24,0,0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,117,0,110
MEG_1693|Drugs|betalactams|Class_A_betalactamases|CFX,0,0,12
MEG_1575|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,0,0
MEG_6918|Drugs|betalactams|Class_A_betalactamases|TEM,0,33,0
MEG_2954|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,11,0,0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,2153,2114,1616
MEG_995|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0
MEG_6614|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,15,0,0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,106,377,248
MEG_6738|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,16
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,101,104,122
MEG_2732|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRK,3989,4200,2805
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0
MEG_6842|Drugs|betalactams|Class_A_betalactamases|TEM,0,22,17
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,243,401,576
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,99,149,302
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,7490,7697,5154
MEG_6624|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,41,100,174
MEG_8634|Drugs|Lipopeptides|Colistin-resistant_mutant|PMRAR|RequiresSNPConfirmation,4246,4271,3078
MEG_7115|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,33,57
MEG_6508|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILR,182,290,202
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,33,184,118
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,3084,2936,2237
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3322,3853,2474
MEG_1284|Drugs|betalactams|Class_C_betalactamases|BLAEC,82,182,124
MEG_1156|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,0,0,0
MEG_883|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0
MEG_4358|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,54,0
MEG_7028|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,0,44
MEG_6734|Drugs|betalactams|Class_A_betalactamases|TEM,0,20,0
