gene_accession,cipdic0none_S3,cipdic0_S2,cipdic0none_S2,cipdic0none_S1,cipdic0_S3,cipdic0_S1
MEG_7329|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,0.0,2.0,0.0,2.0,1.0,9.0
MEG_6916|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,17.0,52.0,0.0,0.0,0.0
MEG_8460|Drugs|betalactams|Penicillin_binding_protein|PBP4|RequiresSNPConfirmation,0.0,9.0,0.0,47.0,37.0,97.0
MEG_5420|Metals|Copper_resistance|Copper_resistance_protein|PCOC,1084.0,625.0,756.0,912.0,1199.0,1508.0
MEG_6656|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHB,3647.0,2946.0,4168.0,3828.0,4015.0,4800.0
MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,54.0,0.0,0.0,0.0,140.0,0.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,1208.0,1112.0,1631.0,1443.0,1364.0,1784.0
MEG_3861|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,87.0,216.0,24.0,208.0,101.0,232.0
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,0.0,60.0,0.0,0.0
MEG_8273|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORC,0.0,49.0,0.0,153.0,144.0,353.0
MEG_7855|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,2256.0,1763.0,2479.0,2263.0,2106.0,2715.0
MEG_2025|Metals|Copper_resistance|Copper_resistance_protein|COPA,164.0,134.0,0.0,0.0,0.0,0.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,72.0,69.0,102.0,79.0,66.0,150.0
MEG_5388|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,8406.0,5606.0,9594.0,9197.0,6998.0,10559.0
MEG_2482|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,18.0,33.0,0.0,0.0,0.0
MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,333.0,163.0,93.0,623.0,250.0,432.0
MEG_2793|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,0.0,0.0,0.0,8.0
MEG_6783|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,9.0,42.0,0.0,0.0,27.0
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,57.0,329.0,1241.0,130.0,89.0,859.0
MEG_6636|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,28.0,181.0,0.0,47.0,41.0,23.0
MEG_3999|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTP,3370.0,2663.0,3745.0,3457.0,3417.0,4345.0
MEG_6828|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,0.0,73.0,0.0,0.0,0.0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,3652.0,2935.0,3952.0,3936.0,3743.0,4806.0
MEG_4095|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,2.0,0.0,0.0,0.0
MEG_8693|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA,0.0,13.0,0.0,58.0,64.0,109.0
MEG_798|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,272.0,0.0,0.0,0.0,0.0,0.0
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0.0,15.0,39.0,17.0,0.0,36.0
MEG_3868|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,69.0,56.0,49.0,300.0,118.0,202.0
MEG_8674|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,777.0,90.0,0.0,0.0,0.0,123.0
MEG_370|Drugs|Fosfomycin|Fosfomycin_MFS_efflux_pump|ABAQ,0.0,59.0,65.0,414.0,226.0,34.0
MEG_6701|Drugs|betalactams|Class_A_betalactamases|TEM,26.0,24.0,65.0,0.0,0.0,24.0
MEG_11|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,2.0,1.0,0.0,0.0
MEG_2120|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,1313.0,1066.0,2174.0,1250.0,1476.0,2120.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,3536.0,3035.0,4329.0,3818.0,3603.0,4678.0
MEG_8151|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,2157.0,2685.0,3875.0,4251.0,1961.0,4747.0
MEG_6594|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,0.0,0.0,0.0,15.0
MEG_1182|Biocides|Acid_resistance|Acid_resistance_protein|ASR,635.0,470.0,773.0,627.0,674.0,905.0
MEG_3622|Biocides|Acetate_resistance|Acetate_resistance_protein|LPDT,15061.0,11866.0,16947.0,16145.0,15854.0,20374.0
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6794|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,46.0,0.0,0.0,0.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,2078.0,1587.0,2277.0,2236.0,2164.0,2831.0
MEG_3291|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,3876.0,3192.0,4539.0,4451.0,4081.0,5261.0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,0.0,0.0,26.0,0.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,91.0,25.0,21.0,23.0,33.0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,699.0,896.0,70.0,1002.0,305.0,103.0
MEG_688|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,0.0,0.0,0.0,49.0,0.0,0.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,626.0,348.0,1164.0,220.0,585.0,1527.0
MEG_3988|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2867|Biocides|Acid_resistance|Acid_resistance_regulator|EVGA,3940.0,2869.0,4680.0,4289.0,3838.0,5159.0
MEG_6696|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,8.0,0.0,0.0,0.0,0.0
MEG_893|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,16.0,20.0,0.0,0.0,0.0
MEG_6949|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,57.0,0.0,0.0,20.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,10.0,0.0,0.0,0.0
MEG_8719|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,0.0,15.0,0.0,0.0,27.0,0.0
MEG_2721|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRA,2525.0,2115.0,2902.0,2720.0,2552.0,3472.0
MEG_6943|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,34.0,0.0,0.0,0.0
MEG_6581|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,12.0,0.0,0.0,0.0,21.0
MEG_6846|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,21.0,0.0,0.0,0.0,0.0
MEG_6737|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,37.0,0.0,8.0,0.0
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,762.0,695.0,898.0,845.0,597.0,1031.0
MEG_1413|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,0.0,0.0,127.0
MEG_1636|Drugs|betalactams|Class_A_betalactamases|CBLA,23.0,46.0,62.0,68.0,34.0,41.0
MEG_6679|Drugs|betalactams|Class_A_betalactamases|TEM,11.0,0.0,0.0,0.0,0.0,13.0
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,32.0,42.0,124.0,121.0,0.0,243.0
MEG_6112|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,33.0,0.0,0.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,136.0,134.0,0.0,0.0,0.0,80.0
MEG_380|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,11.0,9.0,51.0,21.0,0.0
MEG_1692|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,26.0,9.0,10.0,18.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,4182.0,2883.0,4507.0,4373.0,3799.0,5220.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,34.0,26.0,138.0,0.0,0.0,73.0
MEG_8708|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,35.0,0.0,0.0,42.0
MEG_2972|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,0.0,0.0,1.0,4.0,1.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,4835.0,4049.0,5585.0,5347.0,5157.0,6728.0
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,0.0,36.0,0.0,73.0,0.0,0.0
MEG_7140|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,95.0,33.0,0.0,0.0,122.0,74.0
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,123.0,120.0,116.0,206.0,94.0,188.0
MEG_5375|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,3172.0,1725.0,2316.0,456.0,182.0,3110.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,3622.0,2209.0,3645.0,2032.0,1537.0,4911.0
MEG_3144|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,445.0,519.0,810.0,719.0,727.0,878.0
MEG_7109|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,112.0,0.0,0.0,0.0,85.0,79.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,123.0,497.0,284.0,364.0,158.0,339.0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,0.0,112.0,106.0,506.0,222.0,0.0
MEG_6950|Drugs|betalactams|Class_A_betalactamases|TEM,28.0,15.0,77.0,0.0,0.0,36.0
MEG_6050|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|RCNR,1762.0,1388.0,2064.0,1905.0,1784.0,2406.0
MEG_7301|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0.0,0.0,3.0,0.0,2.0,2.0
MEG_6810|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,16.0,0.0,0.0,0.0
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,63.0,34.0,0.0,56.0,23.0,0.0
MEG_3230|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6610|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,22.0,0.0,0.0,0.0,0.0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,22.0,0.0,72.0,0.0,0.0,41.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,4.0,2.0,1.0,4.0,2.0,3.0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,20.0,21.0,103.0,13.0,29.0,20.0
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,63.0,137.0,204.0,177.0,139.0,337.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,7448.0,6259.0,8486.0,7956.0,7683.0,9974.0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,0.0,2.0,0.0,0.0,0.0,25.0
MEG_4094|Drugs|Fosfomycin|Fosfomycin_target_mutation|MURA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR,911.0,1454.0,2105.0,2165.0,1033.0,2906.0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,7941.0,4516.0,6374.0,7143.0,8394.0,11085.0
MEG_1277|Drugs|betalactams|Class_C_betalactamases|BLAEC,264.0,232.0,545.0,229.0,454.0,545.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,0.0,0.0,0.0,0.0,0.0,53.0
MEG_4363|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,0.0,95.0,0.0,0.0,0.0
MEG_4223|Drugs|Oxazolidinone|Oxazolidinone-resistant_23S_rRNA_mutation|O23S|RequiresSNPConfirmation,0.0,0.0,1.0,1.0,0.0,0.0
MEG_1358|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,0.0,16.0,0.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,7350.0,6192.0,9140.0,8514.0,8132.0,10654.0
MEG_3860|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,0.0,35.0,0.0,0.0,15.0,0.0
MEG_5815|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTC,7489.0,6375.0,9052.0,8465.0,7836.0,10878.0
MEG_2679|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,215.0,166.0,242.0,212.0,210.0,234.0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1632.0,1340.0,0.0,1831.0,1871.0,2367.0
MEG_2|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,2.0,2.0,1.0,0.0,0.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,0.0,0.0,0.0,1.0,1.0,0.0
MEG_3187|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,20.0,92.0,11.0,23.0,23.0,6.0
MEG_2675|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,148.0,166.0,197.0,223.0,188.0,245.0
MEG_2640|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,11.0,21.0,22.0,0.0,9.0,0.0
MEG_7302|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,6.0,4.0,6.0,4.0,6.0,9.0
MEG_6944|Drugs|betalactams|Class_A_betalactamases|TEM,35.0,0.0,66.0,0.0,0.0,56.0
MEG_7108|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,157.0,0.0,0.0,0.0,146.0,109.0
MEG_2807|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0.0,0.0,0.0,0.0,35.0,0.0
MEG_2423|Drugs|betalactams|Class_A_betalactamases|CTX,0.0,38.0,0.0,0.0,0.0,29.0
MEG_1209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,2514.0,2110.0,2966.0,2779.0,2671.0,3210.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1727.0,958.0,1224.0,275.0,136.0,1548.0
MEG_415|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRS,4959.0,3944.0,5445.0,5203.0,5098.0,6522.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,7.0,100.0,17.0,28.0,13.0,107.0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,9940.0,7893.0,11367.0,10659.0,10482.0,13225.0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,54.0,69.0,0.0,61.0,127.0,26.0
MEG_12|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1568|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,0.0,125.0,31.0,35.0,39.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,0.0,0.0,24.0,0.0,0.0,22.0
MEG_4357|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,59.0,68.0,106.0,0.0,109.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,37.0,13.0,11.0,0.0,0.0,9.0
MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0.0,10.0,0.0,0.0,0.0,0.0
MEG_1189|Drugs|Bacitracin|Undecaprenyl_pyrophosphate_phosphatase|BACA,1914.0,1945.0,2098.0,3125.0,2279.0,3117.0
MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,136.0,0.0,0.0,0.0,190.0,90.0
MEG_7016|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,36.0,363.0,32.0,125.0,71.0,108.0
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,1992.0,1734.0,2465.0,2256.0,2201.0,2861.0
MEG_5882|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0.0,0.0,16.0,0.0,0.0,0.0
MEG_1587|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0.0,97.0,23.0,7.0,26.0,18.0
MEG_6428|Drugs|betalactams|Class_A_betalactamases|SHV,56.0,85.0,128.0,165.0,0.0,0.0
MEG_7969|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,0.0,0.0,73.0,0.0,0.0
MEG_5783|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0.0,0.0,1.0,0.0,0.0,0.0
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,347.0,383.0,802.0,484.0,318.0,453.0
MEG_6931|Drugs|betalactams|Class_A_betalactamases|TEM,69.0,30.0,214.0,0.0,20.0,129.0
MEG_1211|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|BCR,1151.0,980.0,1509.0,1327.0,1209.0,1651.0
MEG_3588|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1162|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,494.0,1314.0,1301.0,2322.0,2812.0,1303.0
MEG_3236|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,3.0,0.0,0.0,1.0,0.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,11125.0,8122.0,12383.0,11967.0,11203.0,14699.0
MEG_5391|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1086|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,83.0,493.0,1813.0,184.0,113.0,1129.0
MEG_3866|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,109.0,0.0,90.0,0.0,0.0,131.0
MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR,0.0,0.0,0.0,0.0,0.0,49.0
MEG_1044|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,147.0,34.0,31.0,44.0,35.0
MEG_6773|Drugs|betalactams|Class_A_betalactamases|TEM,21.0,0.0,44.0,0.0,0.0,0.0
MEG_7046|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,807.0,0.0,0.0,460.0
MEG_399|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,8022.0,6011.0,8723.0,8573.0,8267.0,10440.0
MEG_8449|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,79.0,106.0,0.0,0.0,125.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,8242.0,6987.0,9321.0,9487.0,8377.0,10917.0
MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,153.0,137.0,229.0,232.0,160.0,252.0
MEG_2945|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0,16.0,28.0,18.0
MEG_684|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEG,0.0,238.0,216.0,1033.0,587.0,0.0
MEG_2458|Metals|Copper_resistance|Copper_resistance_protein|CUTF,4935.0,3828.0,5249.0,5036.0,4943.0,6522.0
MEG_1281|Drugs|betalactams|Class_C_betalactamases|BLAEC,418.0,407.0,695.0,471.0,532.0,639.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,4664.0,3223.0,4847.0,5231.0,4556.0,6048.0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,48.0,178.0,24.0,42.0,42.0,48.0
MEG_6813|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,32.0,0.0,0.0,15.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,136.0,280.0,360.0,453.0,151.0,447.0
MEG_7453|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0.0,0.0,0.0,0.0,8.0,0.0
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,2288.0,252.0,0.0,2763.0,0.0,0.0
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,26.0,0.0,0.0,0.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,0.0,0.0,0.0,25.0,38.0,0.0
MEG_5387|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_6984|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0.0,0.0,0.0,30.0,26.0,206.0
MEG_645|Drugs|betalactams|Class_C_betalactamases|ADC,0.0,0.0,0.0,30.0,0.0,0.0
MEG_5366|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_7118|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,70.0,0.0,0.0,0.0,0.0,0.0
MEG_5374|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,2.0,2.0,2.0,2.0,1.0,7.0
MEG_5385|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,0.0,0.0
MEG_1357|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,0.0,0.0,41.0
MEG_6961|Metals|Tellurium_resistance|Tellurium_resistance_protein|TERZ,1091.0,623.0,917.0,187.0,86.0,1108.0
MEG_915|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,43.0,106.0,92.0,22.0,0.0,41.0
MEG_6592|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0.0,0.0,0.0,0.0,0.0,17.0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,0.0,1.0,0.0
MEG_973|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,0.0,14.0,0.0,0.0,0.0
MEG_1446|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,0.0,0.0,0.0,18.0
MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0,6.0,0.0,0.0
MEG_681|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEE,0.0,0.0,73.0,581.0,447.0,0.0
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,23.0,12.0,12.0,0.0,0.0,0.0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,119.0,8.0,58.0,0.0,0.0,0.0
