gene_accession,cipmet5_S3,cipmet5_S1,cipmet5_S2
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,4415.0,7566.0,9025.0
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,17.0
MEG_914|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,14.0,0.0
MEG_7026|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,117.0,65.0,0.0
MEG_7180|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,38.0,76.0,82.0
MEG_700|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEL,78.0,34.0,19.0
MEG_1283|Drugs|betalactams|Class_C_betalactamases|BLAEC,139.0,425.0,489.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,934.0,1719.0,2093.0
MEG_2430|Drugs|betalactams|Class_A_betalactamases|CTX,6960.0,3069.0,9573.0
MEG_8287|Drugs|betalactams|Mutant_porin_proteins|OMP36|RequiresSNPConfirmation,307.0,637.0,0.0
MEG_1326|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,47.0,137.0
MEG_6277|Drugs|betalactams|Class_A_betalactamases|SHV,22.0,0.0,0.0
MEG_5772|Biocides|Peroxide_resistance|peroxide_resistance_regulator|PERR,0.0,165.0,187.0
MEG_3244|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation,1.0,2.0,0.0
MEG_7069|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0.0,32.0,0.0
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,0.0,0.0
MEG_7138|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,62.0
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP4B,3136.0,5399.0,7220.0
MEG_3611|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,99.0,0.0,0.0
MEG_7043|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,38.0,0.0,591.0
MEG_5820|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,26.0,0.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,1736.0,3104.0,3234.0
MEG_5816|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTS,2063.0,3943.0,4128.0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,5.0,6.0,2.0
MEG_375|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,6.0,0.0
MEG_3589|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,81.0,0.0
MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,31.0,0.0,0.0
MEG_6740|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,28.0
MEG_8461|Drugs|betalactams|Penicillin_binding_protein|PBP5|RequiresSNPConfirmation,52.0,396.0,0.0
MEG_6836|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,30.0
MEG_4289|Drugs|betalactams|Mutant_porin_proteins|OMPFB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2688|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,606.0,1187.0,1360.0
MEG_2577|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRE,0.0,0.0,106.0
MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2762.0,2433.0,2423.0
MEG_7832|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YGJH,2264.0,4125.0,4857.0
MEG_7097|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETL,0.0,45.0,311.0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,4144.0,7265.0,9126.0
MEG_2493|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,30.0,0.0,12.0
MEG_2898|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|FETA,1558.0,2794.0,3604.0
MEG_5780|Drugs|Lipopeptides|Daptomycin-resistant_mutant|PGSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6503|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILE,759.0,1173.0,83.0
MEG_7121|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,156.0,32.0,122.0
MEG_5032|Drugs|betalactams|Class_D_betalactamases|OXA,0.0,29.0,0.0
MEG_2874|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABI,0.0,93.0,280.0
MEG_7017|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,105.0,41.0,0.0
MEG_686|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,27.0,0.0,0.0
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,390.0,719.0,69.0
MEG_8642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0.0,38.0,0.0
MEG_2452|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|CUSR,2138.0,3847.0,4447.0
MEG_57|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0.0,37.0,0.0
MEG_4351|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,503.0,0.0
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,350.0,534.0,724.0
MEG_6296|Drugs|betalactams|Class_A_betalactamases|SHV,12.0,0.0,0.0
MEG_7499|Drugs|Glycopeptides|VanC-type_regulator|VANSC,213.0,174.0,0.0
MEG_5394|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PAREF|RequiresSNPConfirmation,12.0,10.0,36.0
MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2683|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,102.0,151.0,172.0
MEG_6630|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,75.0,28.0,0.0
MEG_46|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,46.0,0.0,0.0
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,0.0,415.0,549.0
MEG_6434|Drugs|betalactams|Class_A_betalactamases|SHV,10.0,0.0,0.0
MEG_2993|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,165.0,229.0,33.0
MEG_2538|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,7.0,0.0
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,2849.0,5134.0,6264.0
MEG_8710|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,20.0
MEG_1371|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,0.0,46.0
MEG_7015|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,144.0,108.0,0.0
MEG_4355|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,101.0,364.0,63.0
MEG_2674|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,56.0,119.0,153.0
MEG_83|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,11.0,0.0,0.0
MEG_694|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEK,69.0,40.0,0.0
MEG_963|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,47.0,0.0,0.0
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,1603.0,2833.0,433.0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,79.0,0.0,319.0
MEG_2714|Biocides|Quaternary_Ammonium_Compounds_(QACs)_resistance|QAC_efflux_pump|EMEA,0.0,66.0,186.0
MEG_6269|Drugs|betalactams|Class_A_betalactamases|SHV,8.0,60.0,0.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1.0,1.0,2.0
MEG_5356|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,567.0,1244.0,1648.0
MEG_2435|Drugs|betalactams|Class_A_betalactamases|CTX,8814.0,5971.0,11736.0
MEG_3641|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,282.0,0.0
MEG_6612|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,26.0,0.0,0.0
MEG_2706|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_pumps|EFRA,0.0,0.0,173.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,61.0,18.0,0.0
MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR,3636.0,7023.0,8395.0
MEG_1689|Drugs|betalactams|Class_A_betalactamases|CFX,0.0,0.0,8.0
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,173.0,256.0,0.0
MEG_4171|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,1913.0,3244.0,4172.0
MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation,3.0,22.0,10.0
MEG_2495|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,31.0,0.0,18.0
MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18.0,21.0,44.0
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,1064.0,656.0,69.0
MEG_5786|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_regulator|PHOR,1974.0,3487.0,1792.0
MEG_2085|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,840.0,1757.0,1797.0
MEG_7127|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,129.0,0.0,0.0
MEG_7087|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETJ,365.0,531.0,255.0
MEG_6589|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,13.0,0.0,0.0
MEG_2893|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,1336.0,1426.0,2230.0
MEG_6|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,0.0,229.0,176.0
MEG_5321|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|OXYRKP,2662.0,4349.0,4014.0
MEG_6627|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,111.0,42.0,27.0
MEG_7037|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0.0,0.0,356.0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,78.0,45.0,0.0
MEG_1601|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0.0,9.0,0.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,5.0,2.0,1.0
MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_376|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,0.0,16.0,0.0
MEG_6509|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,2216.0,3111.0,810.0
MEG_2694|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|EATAV|RequiresSNPConfirmation,10.0,0.0,0.0
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,441.0,626.0,169.0
MEG_978|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,0.0,36.0,0.0
MEG_2686|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,79.0,133.0,135.0
MEG_7868|Metals|Zinc_resistance|Zinc_resistance_regulator|ZUR,605.0,976.0,1141.0
MEG_2517|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0.0,0.0,7.0
MEG_3178|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,26.0,3.0,1.0
MEG_7200|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,61.0,98.0,0.0
MEG_1231|Metals|Copper_resistance|Copper_resistance_regulator|BHSA,824.0,1422.0,1709.0
MEG_2030|Metals|Copper_resistance|Copper_resistance_protein|COPA,115.0,0.0,0.0
MEG_6815|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,24.0
MEG_7032|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,217.0,116.0,0.0
MEG_4120|Metals|Nickel_resistance|Nickel_MFS_efflux_pumps|NCRAN,223.0,167.0,169.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,0.0,102.0,187.0
MEG_1061|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,18.0,0.0
MEG_7051|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,27.0,0.0,539.0
MEG_5826|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACC,0.0,27.0,6.0
MEG_1153|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSBM,2498.0,3934.0,2158.0
MEG_6397|Drugs|betalactams|Class_A_betalactamases|SHV,13.0,0.0,0.0
MEG_6670|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,28.0
MEG_8144|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,676.0,1007.0,129.0
MEG_6510|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_regulator|SILS,110.0,282.0,0.0
MEG_5813|Metals|Arsenic_resistance|Arsenic_resistance_protein|PSTA,3184.0,5973.0,6598.0
MEG_1087|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,109.0,32.0,620.0
MEG_378|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|ABES,33.0,20.0,11.0
MEG_689|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,25.0,21.0,11.0
MEG_703|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADER,98.0,32.0,28.0
MEG_6895|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,60.0
MEG_2868|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,1193.0,785.0,565.0
MEG_3143|Drugs|Fosfomycin|Fosfomycin_target_mutation|GLPT|RequiresSNPConfirmation,0.0,8.0,22.0
MEG_7813|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|YCHH,897.0,1568.0,1791.0
MEG_2637|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,38.0,0.0,0.0
MEG_7139|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,36.0,0.0,0.0
MEG_1164|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,1342.0,2236.0,1282.0
MEG_2894|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|FECD,460.0,505.0,883.0
MEG_1584|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,166.0,0.0,0.0
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,2937.0,5200.0,6810.0
MEG_690|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ADEI,24.0,0.0,0.0
MEG_6023|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,133.0,12.0,0.0
MEG_3645|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,66.0
MEG_949|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0.0,34.0,0.0
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,1176.0,1943.0,281.0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,1.0,0.0,1.0
MEG_3863|Metals|Mercury_resistance|Mercury_resistance_regulator|MERD,9.0,25.0,0.0
MEG_6777|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,24.0
MEG_6616|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,95.0,27.0,0.0
MEG_6058|Drugs|MLS|23S_rRNA_methyltransferases|RLMH,0.0,177.0,202.0
MEG_8456|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,0.0,730.0,751.0
MEG_5367|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3590|Drugs|Lipopeptides|Daptomycin-resistant_mutant|LIAFSR|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,60.0,0.0,0.0
MEG_6741|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,11.0
MEG_6606|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,12.0,0.0,0.0
MEG_6929|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,69.0
MEG_768|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,27.0,0.0,0.0
MEG_7110|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0.0,0.0,90.0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7307|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,506.0,304.0,408.0
MEG_5829|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACEDELTA1,75.0,45.0,0.0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,34.0,0.0,0.0
MEG_803|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,34.0,0.0,0.0
MEG_3002|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,167.0,218.0,30.0
MEG_2959|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,279.0,389.0,68.0
MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,142.0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_3642|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|LSA,0.0,0.0,77.0
MEG_6800|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,15.0
MEG_7582|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,84.0,94.0,10.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,3024.0,5435.0,6134.0
MEG_8070|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB|RequiresSNPConfirmation,0.0,149.0,232.0
MEG_411|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ACRR|RequiresSNPConfirmation,42.0,76.0,74.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,20.0,0.0,0.0
MEG_2494|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,34.0,0.0,0.0
MEG_3626|Drugs|Lipopeptides|Colistin-resistant_mutant|LPXA|RequiresSNPConfirmation,2.0,0.0,0.0
MEG_2815|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,0.0,12.0
MEG_2938|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_1145|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSB,626.0,0.0,0.0
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,2009.0,3193.0,3991.0
MEG_2618|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,57.0,0.0,20.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,200.0,427.0,112.0
MEG_7179|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,51.0,60.0,0.0
MEG_7068|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,0.0,32.0,0.0
MEG_1370|Drugs|betalactams|Class_A_betalactamases|BLAZ,0.0,34.0,90.0
MEG_1179|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,2101.0,3179.0,360.0
MEG_7184|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,155.0,186.0,146.0
MEG_3200|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2946|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,687.0,1804.0,381.0
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,1499.0,3169.0,3826.0
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,593.0,990.0,1314.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,43.0,70.0,0.0
MEG_4360|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0.0,98.0,0.0
MEG_3083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|GADX,2342.0,3857.0,5184.0
MEG_6831|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,31.0
MEG_1054|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,118.0,35.0,779.0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,1575.0,2666.0,3383.0
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0.0,0.0,12.0
MEG_1079|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0.0,22.0,0.0
MEG_3857|Metals|Mercury_resistance|Mercury_resistance_protein|MERC,43.0,240.0,35.0
MEG_3998|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTH,3386.0,5863.0,7122.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,144.0,37.0,948.0
MEG_1730|Drugs|Lipopeptides|Daptomycin-resistant_mutant|CLS|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_6837|Drugs|betalactams|Class_A_betalactamases|TEM,0.0,0.0,61.0
MEG_4175|Metals|Nickel_resistance|Nickel_ABC_efflux_regulator|NIKR,139.0,85.0,392.0
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0.0,49.0,0.0
MEG_3242|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_701|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|ADEN,43.0,23.0,27.0
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,9.0,0.0,0.0
MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0.0,0.0,0.0
MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA,2220.0,4007.0,4573.0
MEG_2968|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0.0,0.0,25.0
MEG_2909|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FIEF,2430.0,4395.0,5628.0
MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS,5472.0,11729.0,16631.0
MEG_2876|Biocides|Phenolic_compound_resistance|Phenolic_resistance_protein|FABK,0.0,0.0,308.0
MEG_6632|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,121.0,42.0,0.0
MEG_6635|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,10.0,0.0,0.0
MEG_6597|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,13.0,0.0,0.0
MEG_3290|Biocides|Acetate_resistance|Acetate_resistance_protein|ICLR,1067.0,1862.0,2111.0
MEG_2681|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,71.0,146.0,152.0
MEG_1041|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0.0,13.0,0.0
